7,org.gjt.sp.jedit.jEdit.java;org.gjt.sp.jedit.io.VFS.java,1
7,org.eclipse.jdt.core.dom.ASTVisitor.java;org.eclipse.jdt.internal.compiler.parser.Parser.java,0
7,org.argouml.swingext.JLinkButton.java:224;org.argouml.swingext.JLinkButton.java:65,0
21,org.eclipse.jdt.internal.compiler.ast.NormalAnnotation.java;org.eclipse.jdt.internal.formatter.CodeFormatterVisitor.java,0
21,org.gjt.sp.jedit.Macros.java;org.gjt.sp.jedit.jEdit.java,1
21,org.argouml.ui.cmd.ActionWrapper.java;org.argouml.ui.cmd.ShortcutMgr.java,0
21,org.eclipse.jdt.internal.compiler.ClassFile.java;org.eclipse.jdt.internal.compiler.codegen.StackMapFrame.java,0
21,org.gjt.sp.jedit.Buffer.java;org.gjt.sp.jedit.io.VFS.java,1
21,org.eclipse.jdt.internal.compiler.ASTVisitor.java;org.eclipse.jdt.internal.compiler.ast.ArrayTypeReference.java,1
21,org.eclipse.jdt.internal.codeassist.CompletionEngine.java;org.eclipse.jdt.internal.codeassist.InternalCompletionProposal.java,1
21,org.eclipse.jdt.core.JavaCore.java;org.eclipse.jdt.core.formatter.DefaultCodeFormatterConstants.java,1
21,org.argouml.uml.ui.TabProps.java;org.argouml.uml.ui.PropPanel.java,0
21,org.eclipse.jdt.internal.core.util.Disassembler.java;org.eclipse.jdt.internal.core.util.DefaultBytecodeVisitor.java,0
21,org.eclipse.jdt.core.dom.QualifiedName.java;org.eclipse.jdt.internal.compiler.ASTVisitor.java,0
21,org.gjt.sp.jedit.jEdit.java;org.gjt.sp.jedit.Mode.java,1
21,org.gjt.sp.jedit.jEdit.java;org.gjt.sp.jedit.io.VFS.java,1
21,org.eclipse.jdt.core.dom.ASTVisitor.java;org.eclipse.jdt.internal.compiler.parser.Parser.java,1
21,org.argouml.swingext.JLinkButton.java:224;org.argouml.swingext.JLinkButton.java:65,1
24,org.eclipse.jdt.internal.compiler.ast.NormalAnnotation.java;org.eclipse.jdt.internal.formatter.CodeFormatterVisitor.java,0
24,org.gjt.sp.jedit.Macros.java;org.gjt.sp.jedit.jEdit.java,0
24,org.argouml.ui.cmd.ActionWrapper.java;org.argouml.ui.cmd.ShortcutMgr.java,0
24,org.eclipse.jdt.internal.compiler.ClassFile.java;org.eclipse.jdt.internal.compiler.codegen.StackMapFrame.java,1
24,org.gjt.sp.jedit.Buffer.java;org.gjt.sp.jedit.io.VFS.java,1
24,org.eclipse.jdt.internal.compiler.ASTVisitor.java;org.eclipse.jdt.internal.compiler.ast.ArrayTypeReference.java,0
24,org.eclipse.jdt.internal.codeassist.CompletionEngine.java;org.eclipse.jdt.internal.codeassist.InternalCompletionProposal.java,1
24,org.eclipse.jdt.core.JavaCore.java;org.eclipse.jdt.core.formatter.DefaultCodeFormatterConstants.java,0
24,org.argouml.uml.ui.TabProps.java;org.argouml.uml.ui.PropPanel.java,0
24,org.eclipse.jdt.internal.core.util.Disassembler.java;org.eclipse.jdt.internal.core.util.DefaultBytecodeVisitor.java,0
24,org.eclipse.jdt.core.dom.QualifiedName.java;org.eclipse.jdt.internal.compiler.ASTVisitor.java,0
24,org.gjt.sp.jedit.jEdit.java;org.gjt.sp.jedit.Mode.java,0
24,org.gjt.sp.jedit.jEdit.java;org.gjt.sp.jedit.io.VFS.java,1
24,org.eclipse.jdt.core.dom.ASTVisitor.java;org.eclipse.jdt.internal.compiler.parser.Parser.java,1
24,org.argouml.swingext.JLinkButton.java:224;org.argouml.swingext.JLinkButton.java:65,0
25,org.eclipse.jdt.internal.compiler.ast.NormalAnnotation.java;org.eclipse.jdt.internal.formatter.CodeFormatterVisitor.java,0
25,org.gjt.sp.jedit.Macros.java;org.gjt.sp.jedit.jEdit.java,1
25,org.argouml.ui.cmd.ActionWrapper.java;org.argouml.ui.cmd.ShortcutMgr.java,1
25,org.eclipse.jdt.internal.compiler.ClassFile.java;org.eclipse.jdt.internal.compiler.codegen.StackMapFrame.java,0
25,org.gjt.sp.jedit.Buffer.java;org.gjt.sp.jedit.io.VFS.java,1
25,org.eclipse.jdt.internal.compiler.ASTVisitor.java;org.eclipse.jdt.internal.compiler.ast.ArrayTypeReference.java,1
25,org.eclipse.jdt.internal.codeassist.CompletionEngine.java;org.eclipse.jdt.internal.codeassist.InternalCompletionProposal.java,0
25,org.eclipse.jdt.core.JavaCore.java;org.eclipse.jdt.core.formatter.DefaultCodeFormatterConstants.java,1
25,org.argouml.uml.ui.TabProps.java;org.argouml.uml.ui.PropPanel.java,1
25,org.eclipse.jdt.internal.core.util.Disassembler.java;org.eclipse.jdt.internal.core.util.DefaultBytecodeVisitor.java,1
25,org.eclipse.jdt.core.dom.QualifiedName.java;org.eclipse.jdt.internal.compiler.ASTVisitor.java,0
25,org.gjt.sp.jedit.jEdit.java;org.gjt.sp.jedit.Mode.java,0
25,org.gjt.sp.jedit.jEdit.java;org.gjt.sp.jedit.io.VFS.java,0
25,org.eclipse.jdt.core.dom.ASTVisitor.java;org.eclipse.jdt.internal.compiler.parser.Parser.java,0
25,org.argouml.swingext.JLinkButton.java:224;org.argouml.swingext.JLinkButton.java:65,1
28,org.eclipse.jdt.internal.compiler.ast.NormalAnnotation.java;org.eclipse.jdt.internal.formatter.CodeFormatterVisitor.java,1
28,org.gjt.sp.jedit.Macros.java;org.gjt.sp.jedit.jEdit.java,1
28,org.argouml.ui.cmd.ActionWrapper.java;org.argouml.ui.cmd.ShortcutMgr.java,0
28,org.eclipse.jdt.internal.compiler.ClassFile.java;org.eclipse.jdt.internal.compiler.codegen.StackMapFrame.java,1
28,org.gjt.sp.jedit.Buffer.java;org.gjt.sp.jedit.io.VFS.java,0
28,org.eclipse.jdt.internal.compiler.ASTVisitor.java;org.eclipse.jdt.internal.compiler.ast.ArrayTypeReference.java,0
28,org.eclipse.jdt.internal.codeassist.CompletionEngine.java;org.eclipse.jdt.internal.codeassist.InternalCompletionProposal.java,1
28,org.eclipse.jdt.core.JavaCore.java;org.eclipse.jdt.core.formatter.DefaultCodeFormatterConstants.java,0
28,org.argouml.uml.ui.TabProps.java;org.argouml.uml.ui.PropPanel.java,0
28,org.eclipse.jdt.internal.core.util.Disassembler.java;org.eclipse.jdt.internal.core.util.DefaultBytecodeVisitor.java,0
28,org.eclipse.jdt.core.dom.QualifiedName.java;org.eclipse.jdt.internal.compiler.ASTVisitor.java,0
28,org.gjt.sp.jedit.jEdit.java;org.gjt.sp.jedit.Mode.java,0
28,org.gjt.sp.jedit.jEdit.java;org.gjt.sp.jedit.io.VFS.java,1
28,org.eclipse.jdt.core.dom.ASTVisitor.java;org.eclipse.jdt.internal.compiler.parser.Parser.java,1
28,org.argouml.swingext.JLinkButton.java:224;org.argouml.swingext.JLinkButton.java:65,0
86,org.eclipse.jdt.internal.compiler.ast.NormalAnnotation.java;org.eclipse.jdt.internal.formatter.CodeFormatterVisitor.java,0
86,org.gjt.sp.jedit.Macros.java;org.gjt.sp.jedit.jEdit.java,0
86,org.argouml.ui.cmd.ActionWrapper.java;org.argouml.ui.cmd.ShortcutMgr.java,0
86,org.eclipse.jdt.internal.compiler.ClassFile.java;org.eclipse.jdt.internal.compiler.codegen.StackMapFrame.java,1
86,org.gjt.sp.jedit.Buffer.java;org.gjt.sp.jedit.io.VFS.java,1
86,org.eclipse.jdt.internal.compiler.ASTVisitor.java;org.eclipse.jdt.internal.compiler.ast.ArrayTypeReference.java,0
86,org.eclipse.jdt.internal.codeassist.CompletionEngine.java;org.eclipse.jdt.internal.codeassist.InternalCompletionProposal.java,1
86,org.eclipse.jdt.core.JavaCore.java;org.eclipse.jdt.core.formatter.DefaultCodeFormatterConstants.java,0
86,org.argouml.uml.ui.TabProps.java;org.argouml.uml.ui.PropPanel.java,0
86,org.eclipse.jdt.internal.core.util.Disassembler.java;org.eclipse.jdt.internal.core.util.DefaultBytecodeVisitor.java,1
86,org.eclipse.jdt.core.dom.QualifiedName.java;org.eclipse.jdt.internal.compiler.ASTVisitor.java,0
86,org.gjt.sp.jedit.jEdit.java;org.gjt.sp.jedit.Mode.java,1
86,org.gjt.sp.jedit.jEdit.java;org.gjt.sp.jedit.io.VFS.java,0
86,org.eclipse.jdt.core.dom.ASTVisitor.java;org.eclipse.jdt.internal.compiler.parser.Parser.java,0
86,org.argouml.swingext.JLinkButton.java:224;org.argouml.swingext.JLinkButton.java:65,0
110,org.eclipse.jdt.internal.compiler.ast.NormalAnnotation.java;org.eclipse.jdt.internal.formatter.CodeFormatterVisitor.java,1
110,org.gjt.sp.jedit.Macros.java;org.gjt.sp.jedit.jEdit.java,0
110,org.argouml.ui.cmd.ActionWrapper.java;org.argouml.ui.cmd.ShortcutMgr.java,0
110,org.eclipse.jdt.internal.compiler.ClassFile.java;org.eclipse.jdt.internal.compiler.codegen.StackMapFrame.java,1
110,org.gjt.sp.jedit.Buffer.java;org.gjt.sp.jedit.io.VFS.java,1
110,org.eclipse.jdt.internal.compiler.ASTVisitor.java;org.eclipse.jdt.internal.compiler.ast.ArrayTypeReference.java,0
110,org.eclipse.jdt.internal.codeassist.CompletionEngine.java;org.eclipse.jdt.internal.codeassist.InternalCompletionProposal.java,1
110,org.eclipse.jdt.core.JavaCore.java;org.eclipse.jdt.core.formatter.DefaultCodeFormatterConstants.java,1
110,org.argouml.uml.ui.TabProps.java;org.argouml.uml.ui.PropPanel.java,0
110,org.eclipse.jdt.internal.core.util.Disassembler.java;org.eclipse.jdt.internal.core.util.DefaultBytecodeVisitor.java,0
110,org.eclipse.jdt.core.dom.QualifiedName.java;org.eclipse.jdt.internal.compiler.ASTVisitor.java,1
110,org.gjt.sp.jedit.jEdit.java;org.gjt.sp.jedit.Mode.java,1
110,org.gjt.sp.jedit.jEdit.java;org.gjt.sp.jedit.io.VFS.java,1
110,org.eclipse.jdt.core.dom.ASTVisitor.java;org.eclipse.jdt.internal.compiler.parser.Parser.java,0
110,org.argouml.swingext.JLinkButton.java:224;org.argouml.swingext.JLinkButton.java:65,0
111,org.eclipse.jdt.internal.compiler.ast.NormalAnnotation.java;org.eclipse.jdt.internal.formatter.CodeFormatterVisitor.java,1
111,org.gjt.sp.jedit.Macros.java;org.gjt.sp.jedit.jEdit.java,1
111,org.argouml.ui.cmd.ActionWrapper.java;org.argouml.ui.cmd.ShortcutMgr.java,1
111,org.eclipse.jdt.internal.compiler.ClassFile.java;org.eclipse.jdt.internal.compiler.codegen.StackMapFrame.java,1
111,org.gjt.sp.jedit.Buffer.java;org.gjt.sp.jedit.io.VFS.java,0
111,org.eclipse.jdt.internal.compiler.ASTVisitor.java;org.eclipse.jdt.internal.compiler.ast.ArrayTypeReference.java,1
111,org.eclipse.jdt.internal.codeassist.CompletionEngine.java;org.eclipse.jdt.internal.codeassist.InternalCompletionProposal.java,1
111,org.eclipse.jdt.core.JavaCore.java;org.eclipse.jdt.core.formatter.DefaultCodeFormatterConstants.java,1
111,org.argouml.uml.ui.TabProps.java;org.argouml.uml.ui.PropPanel.java,0
111,org.eclipse.jdt.internal.core.util.Disassembler.java;org.eclipse.jdt.internal.core.util.DefaultBytecodeVisitor.java,0
111,org.eclipse.jdt.core.dom.QualifiedName.java;org.eclipse.jdt.internal.compiler.ASTVisitor.java,0
111,org.gjt.sp.jedit.jEdit.java;org.gjt.sp.jedit.Mode.java,0
111,org.gjt.sp.jedit.jEdit.java;org.gjt.sp.jedit.io.VFS.java,1
111,org.eclipse.jdt.core.dom.ASTVisitor.java;org.eclipse.jdt.internal.compiler.parser.Parser.java,1
111,org.argouml.swingext.JLinkButton.java:224;org.argouml.swingext.JLinkButton.java:65,0
124,org.eclipse.jdt.internal.compiler.ast.NormalAnnotation.java;org.eclipse.jdt.internal.formatter.CodeFormatterVisitor.java,1
124,org.gjt.sp.jedit.Macros.java;org.gjt.sp.jedit.jEdit.java,1
124,org.argouml.ui.cmd.ActionWrapper.java;org.argouml.ui.cmd.ShortcutMgr.java,1
124,org.eclipse.jdt.internal.compiler.ClassFile.java;org.eclipse.jdt.internal.compiler.codegen.StackMapFrame.java,1
124,org.gjt.sp.jedit.Buffer.java;org.gjt.sp.jedit.io.VFS.java,1
124,org.eclipse.jdt.internal.compiler.ASTVisitor.java;org.eclipse.jdt.internal.compiler.ast.ArrayTypeReference.java,0
124,org.eclipse.jdt.internal.codeassist.CompletionEngine.java;org.eclipse.jdt.internal.codeassist.InternalCompletionProposal.java,1
124,org.eclipse.jdt.core.JavaCore.java;org.eclipse.jdt.core.formatter.DefaultCodeFormatterConstants.java,1
124,org.argouml.uml.ui.TabProps.java;org.argouml.uml.ui.PropPanel.java,0
124,org.eclipse.jdt.internal.core.util.Disassembler.java;org.eclipse.jdt.internal.core.util.DefaultBytecodeVisitor.java,0
124,org.eclipse.jdt.core.dom.QualifiedName.java;org.eclipse.jdt.internal.compiler.ASTVisitor.java,0
124,org.gjt.sp.jedit.jEdit.java;org.gjt.sp.jedit.Mode.java,1
124,org.gjt.sp.jedit.jEdit.java;org.gjt.sp.jedit.io.VFS.java,0
124,org.eclipse.jdt.core.dom.ASTVisitor.java;org.eclipse.jdt.internal.compiler.parser.Parser.java,0
124,org.argouml.swingext.JLinkButton.java:224;org.argouml.swingext.JLinkButton.java:65,0
